Equipo,Componente,Id,Resultado,Horas Funcionamiento,Horas del Aceite,Fecha de Análisis,B,Nit,Oxi,Sul,St,V,Al,Cr,Cu,Fe,Pb,Mo,Ni,Sn,Si,K,Na,W,F,A,ISO,PQI,Ba,Ca,Mg,Mn,P,Zn,Ag,Ti,V40,V100,TBN,TAN,ISO14,ISO4,ISO6
1422,Mando Final TD,256628,1,32285,1988,2018-09-03 00:00:00.000,85.4,NULL,NULL,NULL,NULL,0.1,0.2,0.4,19.2,34.7,2,0.9,0.4,1,2.5,0.3,7.5,NULL,NULL,NULL,19/17/13,0,0.1,197,4.9,0.1,188,14.7,0.1,0.2,24.8,NULL,NULL,NULL,NULL,NULL,NULL
1422,Mando Final TD,265557,1,34607,571,2019-01-18 00:00:00.000,76.8,NULL,NULL,NULL,NULL,0.1,0.1,0.2,16.5,13.5,0.1,1.8,0.4,0.1,2.2,0.1,6.4,NULL,NULL,NULL,20/17/11,0,0.1,176,1.9,0.1,212,13.2,0.1,0.5,23.77,NULL,NULL,NULL,NULL,NULL,NULL
1422,Mando Final TD,277238,1,35294,1258,2019-03-10 00:00:00.000,86.6,NULL,NULL,NULL,NULL,0.1,0.1,0.4,37.8,23.2,5.2,1.2,0.1,0.1,3.3,0.1,8.2,NULL,NULL,NULL,18/15/11,0,0.1,180,0.1,0.1,188,22.8,0.1,0.1,23.84,NULL,NULL,NULL,NULL,NULL,NULL
1422,Mando Final TI,254492,1,33019,2722,2018-10-14 00:00:00.000,86.9,NULL,NULL,NULL,NULL,0.1,0.6,0.4,23.4,44.7,2.7,0.8,0.2,0.1,1.9,0.2,8.5,NULL,NULL,NULL,17/15/11,4,0.1,199,5,0.3,215,17.9,0.1,0.3,24.97,NULL,NULL,NULL,NULL,NULL,NULL
1416,Motor,266591,1,33836,321,2019-01-21 00:00:00.000,84.7,2.5,14.4,21.3,NULL,0.1,0.2,0.1,3.7,20.2,0.2,65.4,0.2,0.1,4.9,0.9,4.9,NULL,NULL,NULL,NULL,0,0.1,1567,316,0.1,1080,1185,0.1,0.1,13.58,NULL,7.8,NULL,NULL,NULL,NULL
1416,Motor,284710,3,35135,313,2019-04-08 00:00:00.000,123,1.3,14.1,20.8,NULL,0.1,2.1,0.1,0.6,6.6,0.1,82.4,0.7,0.1,3.7,0.1,2.5,NULL,NULL,NULL,NULL,0,0.1,1276,380,0.1,1058,1407,0.2,0.1,13.98,NULL,8.7,NULL,NULL,NULL,NULL
1416,Motor,295418,1,35811,322,2019-05-16 00:00:00.000,84.9,2.7,15.3,21.5,NULL,0.1,1.3,0.2,2.5,21,0.1,53,0.6,0.1,2.8,0.1,3.1,NULL,NULL,NULL,NULL,0,0.1,1382,328,0.6,891,1497,0.1,0.1,13.88,NULL,8,NULL,NULL,NULL,NULL
1416,Sist de Dirección,254945,1,32304,2671,2018-10-21 00:00:00.000,1.5,NULL,NULL,NULL,NULL,0.1,2,0.1,1.3,3.4,0.3,3.8,0.1,0.1,6.2,1.2,4.2,NULL,NULL,NULL,21/18/15,0,0.1,1809,15.6,0.1,796,1134,0.1,0.4,10.78,NULL,NULL,NULL,NULL,NULL,NULL
1416,Sist de Dirección,254946,1,32304,2671,2018-10-21 00:00:00.000,1.5,NULL,NULL,NULL,NULL,0.1,2,0.1,1.3,3.4,0.3,3.8,0.1,0.1,6.2,1.2,4.2,NULL,NULL,NULL,21/18/15,0,0.1,1809,15.6,0.1,796,1134,0.1,0.4,10.78,NULL,NULL,NULL,NULL,NULL,NULL
1416,Sist de Dirección,284714,1,35135,989,2019-04-08 00:00:00.000,7.6,NULL,7.3,NULL,NULL,0.1,1.2,0.1,0.5,2.1,0.1,0.3,0.2,0.1,5,0.1,2.8,NULL,NULL,NULL,17/16/13,0,0.1,1737,15.4,0.5,702,988,0.2,0.1,11.15,NULL,NULL,1.7,NULL,NULL,NULL
1416,Sist de Dirección,295422,3,35811,1665,2019-05-16 00:00:00.000,2.1,NULL,7,NULL,NULL,0.1,1.8,0.1,0.1,2.4,0.1,0.1,0.1,0.1,7.9,0.1,1.7,NULL,NULL,NULL,22/20/17,0,0.1,1842,14.4,0.5,845,1153,0.1,0.4,10.76,NULL,NULL,1.8,NULL,NULL,NULL
1416,Sist. Hidráulico,270780,3,34146,1842,2019-02-09 00:00:00.000,0.2,NULL,6.7,NULL,NULL,0.1,1.2,0.4,1.5,3.6,1.8,0.1,0.1,0.1,7.4,0.6,2.9,NULL,NULL,NULL,21/19/16,0,0.1,1796,11.5,0.1,992,1220,0.1,1.1,6.6,NULL,NULL,1.5,NULL,NULL,NULL
1416,Sist. Hidráulico,284713,3,35135,2831,2019-04-08 00:00:00.000,0.8,NULL,6.8,NULL,NULL,0.1,1.7,0.4,1.7,9.4,0.1,4.3,2.8,0.1,14.6,0.1,2.1,NULL,NULL,NULL,23/21/18,0,0.2,1808,16.7,0.3,866,1261,0.2,0.1,6.65,NULL,NULL,1.7,NULL,NULL,NULL
1416,Transmisión,279613,1,34822,177,2019-03-19 00:00:00.000,5.6,NULL,NULL,NULL,NULL,0.1,0.8,0.1,0.9,1.9,0.1,2.4,0.7,0.1,5.1,0.4,2.4,NULL,NULL,NULL,19/17/15,0,0.2,1889,19.2,0.3,627,1032,0.2,0.1,11.06,NULL,NULL,NULL,NULL,NULL,NULL
1416,Transmisión,291528,1,35489,354,2019-04-29 00:00:00.000,6.5,NULL,NULL,NULL,NULL,0.1,0.7,0.1,1.2,5.9,0.6,6.9,0.1,0.1,5.7,0.1,0.8,NULL,NULL,NULL,17/15/14,0,0.1,1741,26.1,0.1,770,1136,0.1,0.3,10.87,NULL,NULL,NULL,NULL,NULL,NULL
1416,Transmisión,298026,3,36014,203,2019-05-27 00:00:00.000,5,NULL,7.6,NULL,NULL,0.2,1.1,0.1,1.7,5.2,0.1,6.7,0.2,0.1,6.5,0.2,1.1,NULL,NULL,NULL,22/20/18,0,0.1,1963,27,0.1,790,1115,0.1,0.1,10.73,NULL,NULL,1.9,NULL,NULL,NULL
1417,Convertidor,270748,1,35366,592,2019-02-08 00:00:00.000,1.5,NULL,NULL,NULL,NULL,0.1,1.7,0.2,2.4,5.5,0.7,0.1,0.1,0.1,2.4,0.4,3.1,NULL,NULL,NULL,18/17/12,0,0.1,1898,11.8,0.1,802,1127,0.1,1.1,10.56,NULL,NULL,NULL,NULL,NULL,NULL
1417,Convertidor,295196,1,37171,346,2019-05-15 00:00:00.000,2.3,NULL,NULL,NULL,NULL,0.1,1.8,0.1,1,5.3,0.1,1,0.1,0.1,4.9,0.1,1.1,NULL,NULL,NULL,18/17/14,0,0.2,1831,13.7,0.1,802,1172,0.1,0.6,10.67,NULL,NULL,NULL,NULL,NULL,NULL
1417,Diferencial Trasero,291235,3,36825,3558,2019-04-26 00:00:00.000,82.8,NULL,20.3,NULL,NULL,0.1,0.1,0.5,71.9,45.2,10.7,0.2,1.4,3.9,4.8,0.1,8.6,NULL,NULL,NULL,19/16/12,0,0.1,216,2.9,0.1,190,29.1,0.1,0.2,24.13,NULL,NULL,1.8,NULL,NULL,NULL
1417,Mando Final TD,279601,3,36120,2853,2019-03-18 00:00:00.000,84.1,NULL,NULL,NULL,NULL,0.1,0.1,0.4,65.1,39.1,9.2,0.1,1.9,3,4.1,0.2,9.1,NULL,NULL,NULL,20/17/13,3,0.1,228,3.4,1.1,201,27.2,0.2,0.1,24.03,NULL,NULL,NULL,NULL,NULL,NULL
1417,Mando Final TI,254212,3,33267,4047,2018-10-03 00:00:00.000,81.1,NULL,NULL,NULL,NULL,0.1,0.1,0.6,70.4,40.8,9,1.9,1.3,2.5,2.5,0.5,8.2,NULL,NULL,NULL,NULL,12,0.1,300,3.7,0.5,166,44.9,0.1,0.6,23.76,NULL,NULL,NULL,NULL,NULL,NULL
1417,Mando Final TI,254848,1,33507,240,2018-10-18 00:00:00.000,91.4,NULL,NULL,NULL,NULL,0.1,0.1,0.1,24.4,15.7,2.8,0.2,0.2,0.1,0.8,0.1,5.1,NULL,NULL,NULL,19/17/12,0,0.1,212,1.6,0.1,221,24,0.1,0.2,24.16,NULL,NULL,NULL,NULL,NULL,NULL
1417,Mando Final TI,284259,3,36467,3200,2019-04-06 00:00:00.000,85.7,NULL,NULL,NULL,NULL,0.1,0.6,0.4,70,41.4,9.2,0.1,1.2,1.9,3.8,0.1,7.7,NULL,NULL,NULL,17/15/11,0,0.1,222,4.2,0.5,184,28,0.1,0.1,24.13,NULL,NULL,NULL,NULL,NULL,NULL
1417,Masa Derecha,260581,1,34774,320,2018-12-30 00:00:00.000,84,NULL,NULL,NULL,NULL,1.8,0.1,0.1,0.1,2.2,1.3,0.4,0.1,0.1,6.8,0.1,6.3,NULL,NULL,NULL,20/18/13,0,0.1,154,3.1,0.1,266,10.3,0.1,0.1,24.62,NULL,NULL,NULL,NULL,NULL,NULL
1417,Masa Izquierda,254209,1,33267,61,2018-10-03 00:00:00.000,87.1,NULL,NULL,NULL,NULL,0.1,0.2,0.1,0.2,7.5,0.8,0.2,0.6,0.1,8.9,0.4,8,NULL,NULL,NULL,NULL,0,0.2,220,2.9,0.1,164,20.6,0.1,0.4,24,NULL,NULL,NULL,NULL,NULL,NULL
1417,Masa Izquierda,254841,1,33507,240,2018-10-18 00:00:00.000,94.3,NULL,NULL,NULL,NULL,0.1,0.4,0.1,0.1,0.6,0.2,0.2,0.2,0.1,0.8,0.1,4.1,NULL,NULL,NULL,20/18/13,0,0.1,197,1.8,0.1,210,13.3,0.1,0.1,24.1,NULL,NULL,NULL,NULL,NULL,NULL
1398,Radiador,251828,1,42981,7293,2018-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1398,Radiador,258482,1,43469,488,2018-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1398,Sist de Dirección,178991,2,37572,1622,2018-02-05 00:00:00.000,5,NULL,NULL,NULL,NULL,0,1,0,1,3,0,0,1,1,7,0,4,N,NULL,NULL,212016,2,0,3231,8,0,855,1100,0,0,NULL,9.5,NULL,NULL,16,21,20
1398,Sist de Dirección,211252,2,40044,1953,2018-06-15 00:00:00.000,0,NULL,NULL,NULL,NULL,0,2,0,1,4,1,0,2,0,7,1,3,N,NULL,NULL,191613,2,0,3273,10,0,877,1097,0,0,NULL,8.7,NULL,NULL,13,19,16
1398,Sist de Dirección,229199,2,41455,1123,2018-08-29 00:00:00.000,3,NULL,NULL,NULL,NULL,0,2,1,1,4,0,0,1,0,10,1,4,N,NULL,NULL,20/17/13,3,0,3081,9,0,837,1058,0,0,NULL,8.2,NULL,NULL,13,20,17
1398,Sist de Dirección,293504,2,46081,2109,2019-05-06 00:00:00.000,1,NULL,NULL,NULL,NULL,0,2,0,1,6,0,0,1,0,6,2,5,N,NULL,N,222118,3,0,2726,10,0,898,1129,0,0,NULL,9.3,NULL,NULL,18,22,21
1398,Sist. Hidráulico,206695,1,39758,2186,2018-05-30 00:00:00.000,6,NULL,NULL,NULL,NULL,0,3,0,1,7,1,0,5,0,13,1,4,N,NULL,NULL,211812,4,0,3129,9,0,855,1086,0,0,NULL,6.4,NULL,NULL,12,21,18
1398,Sist. Hidráulico,215265,2,40332,574,2018-07-01 00:00:00.000,4,NULL,NULL,NULL,NULL,0,3,0,1,6,1,0,4,0,11,1,4,N,NULL,NULL,G-NM1,24,0,3335,10,0,900,1134,0,0,NULL,6.9,NULL,NULL,NULL,NULL,NULL
1398,Sist. Hidráulico,225676,1,41182,1424,2018-08-16 00:00:00.000,0,NULL,NULL,NULL,NULL,0,3,1,1,7,0,0,2,0,17,1,4,N,NULL,NULL,191611,31,0,3274,10,0,915,1162,0,0,NULL,6.7,NULL,NULL,11,19,16
1398,Sist. Hidráulico,264380,1,43972,991,2019-01-13 00:00:00.000,0,NULL,NULL,NULL,NULL,0,2,1,1,8,1,0,3,0,8,1,3,N,NULL,N,21/16/13,3,0,2810,12,0,960,1166,0,0,NULL,6.1,NULL,NULL,13,21,16
1398,Sist. Hidráulico,281915,2,45307,2326,2019-03-27 00:00:00.000,2,NULL,NULL,NULL,NULL,0,3,1,3,12,0,0,3,0,9,2,3,N,NULL,N,22/17/13,2,0,2743,11,0,913,1137,0,0,NULL,6.2,NULL,NULL,13,22,17
1398,Sist. Hidráulico,296304,2,46360,3379,2019-05-21 00:00:00.000,2,NULL,NULL,NULL,NULL,0,3,1,2,15,0,0,4,0,13,2,5,N,NULL,N,S-M,23,0,2935,11,0,977,1210,0,0,NULL,6.1,NULL,NULL,NULL,NULL,NULL
1398,Transmisión,182191,1,37821,1083,2018-02-18 00:00:00.000,9,NULL,NULL,NULL,NULL,2,0,0,0,3,0,0,0,0,2,0,2,N,NULL,NULL,18/15/14,24,0,3139,7,0,829,1054,0,0,NULL,11.1,NULL,NULL,14,18,15
1398,Transmisión,198930,1,39188,302,2018-04-30 00:00:00.000,6,NULL,NULL,NULL,NULL,0,2,0,2,3,1,0,0,0,5,0,1,N,NULL,NULL,19/17/15,10,0,3095,7,0,825,1059,0,0,NULL,11.2,NULL,NULL,15,19,17
1398,Transmisión,225677,1,41182,1138,2018-08-16 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,3,4,1,1,0,0,4,0,1,N,NULL,NULL,201612,31,0,3426,9,0,911,1145,0,0,NULL,11.1,NULL,NULL,12,20,16
1398,Transmisión,239358,1,42202,2158,2018-10-11 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,2,3,1,0,0,0,3,1,3,N,NULL,NULL,191714,22,0,2696,10,0,895,1134,0,0,NULL,11.1,NULL,NULL,14,19,17
1398,Transmisión,264393,1,43972,991,2019-01-13 00:00:00.000,0,NULL,NULL,NULL,NULL,0,1,0,1,3,0,0,0,0,1,0,3,N,NULL,N,20/16/12,1,0,2780,10,0,965,1172,0,0,NULL,10.8,NULL,NULL,12,20,16
1398,Transmisión,272074,1,44497,525,2019-02-13 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,1,3,0,0,0,0,3,1,3,N,NULL,N,20/17/14,10,0,2983,10,0,999,1228,0,0,NULL,11,NULL,NULL,14,20,17
1398,Transmisión,290950,1,45846,827,2019-04-24 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,0,1,3,1,0,0,0,3,2,4,N,NULL,N,19/16/14,8,0,2919,8,0,975,1216,0,0,NULL,11.1,NULL,NULL,14,19,16
1398,Transmisión,293443,1,46081,1062,2019-05-06 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,0,2,4,0,0,0,0,3,1,3,N,NULL,N,221816,5,0,2691,8,0,896,1125,0,0,NULL,12.1,NULL,NULL,16,22,18
1399,Convertidor,177423,1,37002,207,2018-01-29 00:00:00.000,8,NULL,NULL,NULL,NULL,0,0,0,7,5,0,0,0,1,3,0,2,N,NULL,NULL,211916,2,0,3343,8,0,894,1130,0,0,NULL,11.1,NULL,NULL,16,21,19
1399,Convertidor,216935,1,40199,1143,2018-07-09 00:00:00.000,7,NULL,NULL,NULL,NULL,0,1,0,6,5,1,1,0,0,3,0,2,N,NULL,NULL,191613,7,0,3030,10,0,817,1025,0,0,NULL,11.5,NULL,NULL,13,19,16
1399,Convertidor,220856,1,40507,308,2018-07-24 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,2,4,1,0,0,0,4,0,1,N,NULL,NULL,201612,16,0,3306,10,0,907,1132,0,0,NULL,11.1,NULL,NULL,12,20,16
1399,Convertidor,278027,1,44628,763,2019-03-13 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,8,4,1,1,0,0,3,2,3,N,NULL,NULL,211815,2,0,2942,21,0,995,1217,0,0,NULL,11.1,NULL,NULL,15,21,18
1413,Motor,284497,1,35528,360,2019-04-07 00:00:00.000,109,3.4,15.4,21.6,NULL,0.1,2.4,0.2,1.2,34.7,0.1,88.5,0.7,0.1,3.5,0.1,3.8,NULL,NULL,NULL,NULL,0,0.1,1298,391,0.1,1067,1417,0.2,0.1,13.76,NULL,7.6,NULL,NULL,NULL,NULL
1413,Sist de Dirección,254243,1,32210,3859,2018-10-05 00:00:00.000,1.3,NULL,NULL,NULL,NULL,0.1,1.3,0.1,1.5,1.7,1.4,3.2,0.1,0.1,3.9,1,4.9,NULL,NULL,NULL,NULL,0,0.1,1785,14.8,0.1,927,1166,0.1,0.5,10.78,NULL,NULL,NULL,NULL,NULL,NULL
1413,Sist de Dirección,265811,1,34162,1706,2019-01-19 00:00:00.000,1.1,NULL,6.9,NULL,NULL,0.1,0.1,0.1,1,0.4,0.4,1.4,0.1,0.1,4.8,0.5,4.4,NULL,NULL,NULL,15/14/10,0,0.1,1916,13.7,0.7,764,1171,0.1,0.5,10.6,NULL,NULL,1.8,NULL,NULL,NULL
1413,Sist. Hidráulico,260542,3,33792,3066,2018-12-30 00:00:00.000,0.2,NULL,NULL,NULL,NULL,0.1,5.1,1,1.4,10.1,0.1,1,4.7,0.1,19.6,2.6,8.6,NULL,NULL,NULL,22/21/16,0,0.1,1861,13,0.1,962,1164,0.1,0.1,6.74,NULL,NULL,NULL,NULL,NULL,NULL
1413,Sist. Hidráulico,274479,3,34804,4078,2019-02-26 00:00:00.000,1.5,NULL,7,NULL,NULL,0.3,10.8,1.6,3.3,12,1.5,4,8.5,0.1,29.8,4.8,9.6,NULL,NULL,NULL,21/19/16,0,0.1,1795,18,0.1,933,1225,0.1,0.2,5.83,NULL,NULL,2,NULL,NULL,NULL
1413,Transmisión,254876,1,32456,246,2018-10-19 00:00:00.000,1.2,NULL,NULL,NULL,NULL,0.1,1.7,0.1,0.5,4,0.2,1.7,0.1,0.1,4.6,0.3,1.8,NULL,NULL,NULL,20/18/15,0,0.1,2025,13.7,0.4,772,1121,0.1,0.1,10.84,NULL,NULL,NULL,NULL,NULL,NULL
1413,Transmisión,291242,1,35846,318,2019-04-27 00:00:00.000,2.9,NULL,NULL,NULL,NULL,0.3,1.8,0.1,0.6,5.5,0.2,3.3,0.1,0.1,6.1,0.1,0.9,NULL,NULL,NULL,15/14/12,0,0.1,1746,13.6,0.1,732,1095,0.1,0.4,10.78,NULL,NULL,NULL,NULL,NULL,NULL
1413,Transmisión,295591,1,36051,523,2019-05-17 00:00:00.000,3.5,NULL,NULL,NULL,NULL,0.1,0.5,0.1,0.7,7.2,0.1,0.4,0.1,0.1,5.5,0.1,2.2,NULL,NULL,NULL,17/16/14,0,0.1,1749,12.3,0.1,823,1116,0.1,0.1,10.76,NULL,NULL,NULL,NULL,NULL,NULL
1414,Convertidor,280667,1,36320,266,2019-03-24 00:00:00.000,1.7,NULL,NULL,NULL,NULL,0.2,1.8,0.1,1,5.1,0.1,2.4,1,0.1,8.5,0.6,1.7,NULL,NULL,NULL,19/16/14,0,0.2,1860,21.1,0.3,759,1077,0.1,0.5,10.69,NULL,NULL,NULL,NULL,NULL,NULL
1414,Diferencial Trasero,202952,2,31157,NULL,2018-05-02 00:00:00.000,84,NULL,NULL,NULL,NULL,0,0,0,38,19,5,0,0,1,5,1,6,N,NULL,NULL,221813,15,0,1054,3,0,470,297,0,0,NULL,17.4,NULL,NULL,13,22,18
1414,Diferencial Trasero,254236,2,33935,281,2018-10-05 00:00:00.000,72.8,NULL,NULL,NULL,NULL,0.1,0.1,0.2,21.4,9.2,1.2,1.6,0.5,0.1,7.1,0.5,9.3,NULL,NULL,NULL,21/17/13,0,0.1,590,5,0.1,252,231,0.1,0.4,17.86,NULL,NULL,NULL,NULL,NULL,NULL
1414,Diferencial Trasero,275466,1,36004,1220,2019-03-02 00:00:00.000,83.1,NULL,16,NULL,NULL,0.1,0.1,0.2,48.8,32.5,2.4,0.1,0.1,0.5,5.8,0.1,8.1,NULL,NULL,NULL,20/18/14,7,0.1,250,2.1,0.7,233,73.6,0.1,0.1,22.41,NULL,NULL,1.1,NULL,NULL,NULL
1414,Diferencial Trasero,280672,1,36320,1518,2019-03-24 00:00:00.000,75.7,NULL,16.8,NULL,NULL,0.1,0.7,0.3,50.1,23.4,2.4,0.1,1.4,1.3,6.2,0.1,6,NULL,NULL,NULL,17/14/11,0,0.1,309,5.7,0.1,206,57.9,0.1,0.4,22.41,NULL,NULL,1.2,NULL,NULL,NULL
1414,Diferencial Trasero,292400,1,36982,2180,2019-05-02 00:00:00.000,78.6,NULL,17.5,NULL,NULL,0.1,0.6,0.2,61.1,32,5,0.1,0.6,3.3,10.9,0.1,7.5,NULL,NULL,NULL,16/13/10,0,0.1,306,3.4,0.1,231,80.7,0.1,0.3,22.34,NULL,NULL,1.4,NULL,NULL,NULL
1414,Mando Final TD,254935,3,34230,253,2018-10-21 00:00:00.000,77.6,NULL,NULL,NULL,NULL,0.1,0.4,0.1,17.2,7,2.3,1.1,0.2,0.1,2.8,0.1,6.2,NULL,NULL,NULL,20/18/9,0,0.1,356,2.4,0.1,179,104,0.1,0.1,21.1,NULL,NULL,NULL,NULL,NULL,NULL
1414,Mando Final TD,285919,3,36664,1862,2019-04-12 00:00:00.000,74.8,NULL,NULL,NULL,NULL,0.1,0.1,0.1,58.5,27.3,4.2,1.6,1,2.4,9.2,0.1,6.3,NULL,NULL,NULL,18/15/11,0,0.1,311,2.9,0.4,200,69.6,0.1,0.5,22.41,NULL,NULL,NULL,NULL,NULL,NULL
1414,Mando Final TI,285918,3,36664,1862,2019-04-12 00:00:00.000,74.6,NULL,NULL,NULL,NULL,0.1,0.1,0.1,58.1,26,3.7,0.1,0.8,2.8,9,0.1,6.7,NULL,NULL,NULL,18/15/12,0,0.1,315,2.6,0.5,202,70.7,0.1,0.3,22.39,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Derecha,254929,1,34230,508,2018-10-21 00:00:00.000,93,NULL,NULL,NULL,NULL,0.1,0.2,0.2,0.1,21,0.6,0.1,0.4,0.1,1.5,0.1,4.3,NULL,NULL,NULL,20/18/14,0,0.1,193,2,0.1,152,9.7,0.1,0.1,24.09,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Derecha,275465,1,36004,215,2019-03-02 00:00:00.000,91.8,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,31.2,0.1,0.1,0.1,0.1,2.9,0.2,3.8,NULL,NULL,NULL,19/17/15,18,0.1,263,2.2,0.7,263,76.5,0.1,0.1,22.6,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Derecha,292398,1,36982,662,2019-05-02 00:00:00.000,87,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,32.3,0.1,0.1,0.5,0.1,6,0.1,4.1,NULL,NULL,NULL,17/15/12,0,0.1,276,3,0.5,223,44.3,0.1,0.2,22.96,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Izquierda,265563,1,35490,364,2019-01-18 00:00:00.000,88.7,NULL,NULL,NULL,NULL,0.1,0.1,0.3,0.1,19.2,0.1,0.1,0.5,0.1,5.8,0.1,4.6,NULL,NULL,NULL,19/17/11,0,0.1,221,2.2,0.1,239,26.5,0.1,0.8,23.51,NULL,NULL,NULL,NULL,NULL,NULL
1414,Motor,254918,1,34230,253,2018-10-21 00:00:00.000,105,NULL,NULL,NULL,NULL,0.5,1.7,0.2,1.4,17.6,1.8,73.4,0.2,0.1,2.5,0.3,3.5,NULL,NULL,NULL,NULL,0,0.1,1258,353,0.4,1166,1477,0.1,0.1,14.67,NULL,NULL,NULL,NULL,NULL,NULL
1413,Convertidor,270440,2,34466,304,2019-02-07 00:00:00.000,23.7,NULL,NULL,NULL,NULL,0.1,3.1,0.2,0.4,4.7,0.3,0.1,0.3,0.1,24,1.3,4.4,NULL,NULL,NULL,19/17/13,0,0.1,1529,16.1,0.1,625,649,0.1,1.7,13.73,NULL,NULL,NULL,NULL,NULL,NULL
1413,Convertidor,284499,3,35528,724,2019-04-07 00:00:00.000,6.1,NULL,NULL,NULL,NULL,0.1,1.4,0.1,1.1,6.7,0.1,2.9,0.1,0.1,5,0.1,1.4,NULL,NULL,NULL,19/18/16,0,0.1,1674,13.6,0.3,712,1054,0.1,0.1,11.12,NULL,NULL,NULL,NULL,NULL,NULL
1413,Diferencial Trasero,202948,2,29512,NULL,2018-05-04 00:00:00.000,106,NULL,NULL,NULL,NULL,0,0,0,84,47,8,0,0,3,3,0,7,N,NULL,NULL,211712,20,0,333,1,1,330,27,0,0,NULL,25.2,NULL,NULL,12,21,17
1413,Diferencial Trasero,205120,2,29765,NULL,2018-05-17 00:00:00.000,108,NULL,NULL,NULL,NULL,0,0,0,85,47,8,0,0,3,2,1,7,N,NULL,NULL,221715,11,0,309,1,1,302,27,0,0,NULL,24.9,NULL,NULL,15,22,17
1413,Diferencial Trasero,265814,1,34162,719,2019-01-19 00:00:00.000,79.1,NULL,17.4,NULL,NULL,0.1,0.1,0.3,29,21.3,2.2,0.9,0.3,0.1,1.6,0.1,6.2,NULL,NULL,NULL,20/18/14,0,0.1,184,2.3,2.5,260,13.3,0.1,0.4,24.05,NULL,NULL,1.3,NULL,NULL,NULL
1413,Diferencial Trasero,279589,3,35168,1725,2019-03-17 00:00:00.000,86.3,NULL,NULL,NULL,NULL,0.1,0.1,0.4,83.7,31.4,21.9,0.1,1.1,4.7,2.8,0.3,8.3,NULL,NULL,NULL,21/19/14,0,0.1,221,3.4,0.7,210,19.6,0.2,0.1,24.41,NULL,NULL,NULL,NULL,NULL,NULL
1413,Diferencial Trasero,295597,1,36051,2608,2019-05-17 00:00:00.000,79.3,NULL,20.8,NULL,NULL,0.1,0.3,0.3,87.2,37.5,20,0.1,0.3,2.4,2.4,0.1,7.4,NULL,NULL,NULL,19/17/14,4,0.1,206,3.7,0.4,210,20.4,0.1,0.1,24.51,NULL,NULL,1.8,NULL,NULL,NULL
1413,Mando Final TD,291250,3,35846,2403,2019-04-27 00:00:00.000,86.7,NULL,NULL,NULL,NULL,0.1,0.1,0.4,72.7,36.1,24.5,1.2,0.3,4.3,3.2,0.1,7.5,NULL,NULL,NULL,21/19/14,0,0.1,208,4.1,0.1,197,21.9,0.1,0.5,24.39,NULL,NULL,NULL,NULL,NULL,NULL
1413,Mando Final TI,284505,3,35528,2085,2019-04-07 00:00:00.000,87.4,NULL,NULL,NULL,NULL,0.1,1,0.3,94.3,33.9,23,0.8,0.4,2.3,1.8,0.1,5.9,NULL,NULL,NULL,21/19/15,3,0.1,206,4,0.1,189,20.6,0.1,0.1,24.34,NULL,NULL,NULL,NULL,NULL,NULL
1413,Mando Final TI,291249,3,35846,2403,2019-04-27 00:00:00.000,85.4,NULL,NULL,NULL,NULL,0.1,0.2,0.5,73.1,37,23.8,1.7,0.4,4.7,4,0.1,7.9,NULL,NULL,NULL,21/19/13,0,0.1,208,3.9,0.1,202,21.3,0.1,0.5,24.35,NULL,NULL,NULL,NULL,NULL,NULL
1413,Mando Final TI,299408,3,36434,2991,2019-06-01 00:00:00.000,78.5,NULL,NULL,NULL,NULL,0.1,0.1,0.4,88.3,36.1,19.9,0.6,0.8,1.7,2.1,0.1,6.6,NULL,NULL,NULL,18/16/13,1,0.1,187,3.5,0.6,201,19.1,0.1,0.1,24.61,NULL,NULL,NULL,NULL,NULL,NULL
1413,Masa Derecha,205124,1,29765,NULL,2018-05-17 00:00:00.000,115,NULL,NULL,NULL,NULL,0,0,0,0,6,0,0,0,0,1,0,4,N,NULL,NULL,211713,23,0,303,1,0,305,17,0,0,NULL,24.2,NULL,NULL,13,21,17
